        vg_image_id,topname,altname,responses,domain
2390708,airplane,plane,"{'airplane': 20, 'plane': 12}",vehicles
2390716,jacket,shirt,"{'jacket': 13, 'shirt': 6, 'coat': 4}",clothing
2390719,girl,child,"{'girl': 20, 'child': 8}",people
2390721,man,guy,"{'man': 29, 'guy': 2}",people
2390723,cow,animal,"{'cow': 14, 'animal': 7}",animals_plants
2390729,airplane,plane,"{'airplane': 19, 'plane': 14}",vehicles
2390738,giraffe,,{'giraffe': 27},animals_plants
2390742,sheep,goat,"{'sheep': 21, 'goat': 7, 'lamb': 2, 'animal': 2}",animals_plants
2390745,dog,,{'dog': 28},animals_plants
2390752,airplane,plane,"{'airplane': 16, 'plane': 15, 'jet': 3}",vehicles
2390755,goat,sheep,"{'goat': 16, 'sheep': 15, 'animal': 2}",animals_plants
2390756,plane,airplane,"{'plane': 19, 'airplane': 12, 'jet': 3}",vehicles
2390764,giraffe,,{'giraffe': 35},animals_plants
2390780,horse,horses,"{'horse': 23, 'horses': 10}",animals_plants
2390788,train,subway,"{'train': 31, 'subway': 3, 'subway train': 2}",vehicles
2390789,seat,couch,"{'seat': 7, 'couch': 5, 'booth': 4, 'sofa': 3, 'bench': 3}",home
2390790,train,locomotive,"{'train': 32, 'locomotive': 2}",vehicles
2390794,train,locomotive,"{'train': 29, 'locomotive': 2, 'engine': 2, 'rail': 1}",vehicles
2390798,cat,,{'cat': 33},animals_plants
2390806,train,,{'train': 34},vehicles
2390809,vehicle,cart,"{'vehicle': 8, 'cart': 7, 'car': 7, 'automobile': 2, 'truck': 2, 'rickshaw': 2, 'auto': 2}",vehicles
2390817,curtain,screen,"{'curtain': 29, 'screen': 3, 'curtains': 2}",home
2390818,zebra,,{'zebra': 31},animals_plants
2390820,counter,table,"{'counter': 18, 'table': 12, 'countertop': 4}",home
2390824,man,pitcher,"{'man': 9, 'pitcher': 8, 'athlete': 5, 'player': 5, 'baseball player': 3, 'person': 2}",people
2390829,zebra,,{'zebra': 36},animals_plants
2390830,donut,bun,"{'donut': 21, 'bun': 4, 'pastry': 4, 'food': 2}",food
2390834,jacket,shirt,"{'jacket': 17, 'shirt': 9, 'coat': 2, 'dress': 1}",clothing
2390836,bench,,{'bench': 33},home
2390849,boat,,{'boat': 35},vehicles
2390851,bench,chair,"{'bench': 31, 'chair': 2}",home
2390852,horse,,{'horse': 35},animals_plants
2390856,boat,speedboat,"{'boat': 32, 'speedboat': 2}",vehicles
2390859,dress,shirt,"{'dress': 24, 'shirt': 7}",clothing
2390862,shirt,t-shirt,"{'shirt': 30, 't-shirt': 6}",clothing
2390864,bird,,{'bird': 34},animals_plants
2390865,shirt,jacket,"{'shirt': 27, 'jacket': 4}",clothing
2390869,shirt,sweater,"{'shirt': 19, 'sweater': 10, 't-shirt': 3, 'jacket': 2}",clothing
2390873,cat,,{'cat': 34},animals_plants
2390880,airplane,plane,"{'airplane': 17, 'plane': 14}",vehicles
2390883,bed,bed sheet,"{'bed': 33, 'bed sheet': 2}",home
2390884,sandwich,food,"{'sandwich': 10, 'food': 6}",food
2390892,bench,,{'bench': 35},home
2390893,snowboarder,skier,"{'snowboarder': 15, 'skier': 8, 'person': 4, 'man': 3, 'woman': 2}",people
2390898,chair,,{'chair': 29},home
2390907,plane,airplane,"{'plane': 17, 'airplane': 15, 'jet': 2}",vehicles
2390911,giraffe,animal,"{'giraffe': 29, 'animal': 2}",animals_plants
2390919,pizza,,{'pizza': 35},food
2390933,motorcycle,bike,"{'motorcycle': 34, 'bike': 2}",vehicles
2390934,train,,{'train': 36},vehicles
2390944,bowl,,{'bowl': 26},home
2390946,boy,person,"{'boy': 23, 'person': 3, 'kid': 2, 'child': 2}",people
2390949,bench,,{'bench': 32},home
2390951,zebra,,{'zebra': 26},animals_plants
2390955,pitcher,jar,"{'pitcher': 9, 'jar': 3, 'glass': 2}",people
2390965,woman,girl,"{'woman': 25, 'girl': 4}",people
2390974,van,car,"{'van': 22, 'car': 8, 'truck': 1}",vehicles
2390983,train,,{'train': 35},vehicles
2390985,table,desk,"{'table': 27, 'desk': 3}",home
2390987,bridge,overpass,"{'bridge': 33, 'overpass': 2}",buildings
2390993,horse,,{'horse': 35},animals_plants
2390995,desk,table,"{'desk': 24, 'table': 3}",home
2390997,dog,canine,"{'dog': 35, 'canine': 1}",animals_plants
2390998,bridge,,{'bridge': 35},buildings
2391004,bed,,{'bed': 31},home
2391005,desk,table,"{'desk': 28, 'table': 7}",home
2391007,carpet,floor,"{'carpet': 20, 'floor': 2, 'rug': 1}",home
2391009,knife,,{'knife': 33},home
2391013,cheese,food,"{'cheese': 11, 'food': 6, 'topping': 2}",food
2391020,desk,desktop,"{'desk': 27, 'desktop': 2, 'table': 1}",home
2391025,cow,,{'cow': 31},animals_plants
2391030,counter,countertop,"{'counter': 23, 'countertop': 5, 'table': 3}",home
2391031,shirt,coat,"{'shirt': 12, 'coat': 4, 'dress': 2}",clothing
2391035,shirt,t-shirt,"{'shirt': 23, 't-shirt': 10, 'dress': 1}",clothing
2391036,cow,animal,"{'cow': 16, 'animal': 6, 'bull': 3, 'steer': 2}",animals_plants
2391042,table,bench,"{'table': 15, 'bench': 10}",home
2391046,man,person,"{'man': 24, 'person': 3}",people
2391048,pizza,,{'pizza': 34},food
2391051,sheep,ram,"{'sheep': 29, 'ram': 4, 'goat': 3}",animals_plants
2391053,bench,,{'bench': 29},home
2391059,cake,,{'cake': 33},food
2391061,cake,wedding cake,"{'cake': 32, 'wedding cake': 3}",food
2391062,cow,,{'cow': 27},animals_plants
2391063,truck,,{'truck': 29},vehicles
2391066,food,pizza,"{'food': 13, 'pizza': 9, 'bread': 4}",food
2391068,man,person,"{'man': 22, 'person': 4, 'skier': 2}",people
2391077,jacket,coat,"{'jacket': 25, 'coat': 8}",clothing
2391079,skateboarder,boy,"{'skateboarder': 9, 'boy': 7, 'skater': 7, 'man': 3, 'person': 2, 'child': 2}",people
2391082,giraffe,,{'giraffe': 34},animals_plants
2391088,woman,hairdresser,"{'woman': 23, 'hairdresser': 3, 'person': 2}",people
2391093,horse,,{'horse': 31},animals_plants
2391096,boy,child,"{'boy': 15, 'child': 12, 'baby': 2}",people
2391099,boat,ship,"{'boat': 28, 'ship': 2, 'watercraft': 1}",vehicles
2391103,bird,crane,"{'bird': 29, 'crane': 3}",animals_plants
2391107,boat,canoe,"{'boat': 27, 'canoe': 2}",vehicles
2391111,pizza,,{'pizza': 36},food
2391112,cat,,{'cat': 35},animals_plants
2391133,man,boy,"{'boy': 7, 'man': 7, 'tennis player': 5, 'player': 4, 'child': 4, 'person': 3, 'kid': 2}",people
2391135,shirt,jacket,"{'shirt': 19, 'jacket': 7, 'sweater': 3}",clothing
2391138,sandwich,food,"{'sandwich': 29, 'food': 3}",food
2391141,cat,,{'cat': 31},animals_plants
2391144,bird,owl,"{'bird': 19, 'owl': 16}",animals_plants
2391148,player,boy,"{'player': 8, 'boy': 7, 'man': 6, 'athlete': 3, 'person': 2, 'soccer player': 2}",people
2391157,shirt,,{'shirt': 32},clothing
2391158,zebra,,{'zebra': 29},animals_plants
2391159,bench,chair,"{'bench': 20, 'chair': 15}",home
2391166,sandwich,burger,"{'sandwich': 16, 'burger': 11, 'hamburger': 3, 'food': 3}",food
2391171,giraffe,,{'giraffe': 32},animals_plants
2391177,boy,person,"{'boy': 21, 'person': 3, 'frisbee player': 2, 'man': 1}",people
2391181,jacket,coat,"{'jacket': 24, 'coat': 4}",clothing
2391182,suit,jacket,"{'suit': 14, 'jacket': 8, 'coat': 3, 'suit jacket': 2}",clothing
2391185,man,grandpa,"{'man': 23, 'person': 3, 'grandpa': 3}",people
2391186,boat,sailboat,"{'boat': 30, 'sailboat': 4}",vehicles
2391191,pizza,food,"{'pizza': 32, 'food': 2}",food
2391199,airplane,plane,"{'airplane': 17, 'plane': 14, 'jet': 3}",vehicles
2391205,woman,lady,"{'woman': 28, 'lady': 2, 'female': 1}",people
2391210,couch,sofa,"{'couch': 18, 'sofa': 11, 'sectional': 2, 'furniture': 2}",home
2391211,pizza,,{'pizza': 32},food
2391212,airplane,plane,"{'airplane': 19, 'plane': 13, 'jet': 2}",vehicles
2391216,horse,,{'horse': 32},animals_plants
2391219,woman,,{'woman': 30},people
2391223,train,,{'train': 34},vehicles
2391224,man,person,"{'man': 15, 'person': 6, 'athlete': 4, 'boy': 3, 'player': 2}",people
2391231,boat,,{'boat': 33},vehicles
2391235,house,building,"{'house': 22, 'building': 6, 'boat house': 2}",buildings
2391240,house,building,"{'house': 32, 'building': 2, 'home': 1}",buildings
2391241,woman,person,"{'woman': 29, 'person': 3, 'female': 1}",people
2391245,woman,female,"{'woman': 27, 'female': 1}",people
2391248,couch,sofa,"{'couch': 20, 'sofa': 10}",home
2391263,cat,,{'cat': 34},animals_plants
2391270,jacket,shirt,"{'jacket': 21, 'shirt': 3, 't-shirt': 2}",clothing
2391275,bathtub,tub,"{'bathtub': 19, 'tub': 12, 'bath': 1}",home
2391276,table,,{'table': 31},home
2391280,woman,bride,"{'woman': 13, 'bride': 11}",people
2391288,girl,child,"{'girl': 14, 'child': 13, 'kid': 2, 'boy': 2}",people
2391296,couch,sofa,"{'couch': 25, 'sofa': 9}",home
2391297,man,person,"{'man': 26, 'person': 2}",people
2391298,train,bus,"{'train': 19, 'bus': 7, 'subway': 2}",vehicles
2391300,man,woman,"{'man': 14, 'woman': 9, 'person': 6}",people
2391301,building,hotel,"{'building': 17, 'hotel': 15, 'resort': 2}",buildings
2391305,zebra,,{'zebra': 33},animals_plants
2391308,tie,necktie,"{'tie': 18, 'necktie': 1}",clothing
2391310,suit,jacket,"{'suit': 14, 'jacket': 12, 'suit jacket': 3, 'blazer': 2}",clothing
2391328,motorcycle,bike,"{'motorcycle': 30, 'bike': 4, 'motorbike': 1}",vehicles
2391335,cow,bull,"{'cow': 20, 'bull': 5, 'yak': 3, 'animal': 3, 'bison': 2, 'cattle': 1, 'oxen': 1}",animals_plants
2391342,airplane,plane,"{'airplane': 23, 'plane': 11}",vehicles
2391346,giraffe,,{'giraffe': 32},animals_plants
2391347,sink,counter,"{'sink': 12, 'counter': 10, 'vanity': 3, 'countertop': 2}",home
2391348,woman,person,"{'woman': 24, 'person': 3}",people
2391358,airplane,plane,"{'airplane': 18, 'plane': 16}",vehicles
2391361,pizza,,{'pizza': 36},food
2391364,chair,,{'chair': 23},home
2391370,skier,man,"{'skier': 18, 'man': 11, 'person': 2}",people
2391378,shirt,jacket,"{'shirt': 14, 'jacket': 7, 'sweater': 7, 'sweatshirt': 3}",clothing
2391380,woman,female,"{'woman': 29, 'female': 2}",people
2391383,woman,person,"{'woman': 27, 'person': 2}",people
2391385,cow,,{'cow': 26},animals_plants
2391386,boat,deck,"{'boat': 11, 'deck': 9, 'ship': 8}",vehicles
2391395,zebra,,{'zebra': 35},animals_plants
2391397,woman,,{'woman': 28},people
2391398,bench,chair,"{'bench': 32, 'chair': 3}",home
2391405,giraffe,,{'giraffe': 35},animals_plants
2391412,shirt,jacket,"{'shirt': 31, 'jacket': 3}",clothing
2391424,giraffe,,{'giraffe': 33},animals_plants
2391432,dog,,{'dog': 36},animals_plants
2391438,shirt,t-shirt,"{'shirt': 26, 't-shirt': 3, 'tank top': 2, 'dress': 1}",clothing
2391440,shirt,,{'shirt': 28},clothing
2391454,bathtub,tub,"{'bathtub': 17, 'tub': 13, 'bath': 2}",home
2391460,bench,chair,"{'bench': 22, 'chair': 7}",home
2391463,couch,sofa,"{'couch': 15, 'sofa': 12, 'loveseat': 6, 'chair': 2}",home
2391472,sheep,goat,"{'sheep': 18, 'goat': 8, 'lamb': 3, 'animal': 3}",animals_plants
2391473,airplane,plane,"{'airplane': 24, 'plane': 11}",vehicles
2391480,motorcycle,bike,"{'motorcycle': 22, 'bike': 5, 'motorbike': 4}",vehicles
2391492,horse,,{'horse': 36},animals_plants
2391510,child,girl,"{'child': 12, 'girl': 4, 'person': 3, 'batter': 3, 'boy': 3, 'player': 2, 'baseball player': 2, 'kid': 1}",people
2391514,train,vehicle,"{'train': 29, 'bus': 2, 'vehicle': 2}",vehicles
2391516,cake,wedding cake,"{'cake': 30, 'wedding cake': 5}",food
2391522,bed,,{'bed': 31},home
2391523,cat,animal,"{'cat': 34, 'animal': 2}",animals_plants
2391525,desk,table,"{'desk': 31, 'table': 1}",home
2391535,man,boy,"{'man': 18, 'boy': 9, 'player': 3, 'gamer': 2, 'male': 1, 'human': 1}",people
2391536,table,,{'table': 29},home
2391542,giraffe,,{'giraffe': 28},animals_plants
2391546,hamster,guinea pig,"{'hamster': 16, 'guinea pig': 7, 'gerbil': 3, 'animal': 2, 'rodent': 1}",animals_plants
2391549,woman,person,"{'woman': 25, 'person': 4, 'gamer': 2, 'lady': 2, 'female': 1}",people
2391550,horse,animal,"{'horse': 30, 'animal': 2}",animals_plants
2391558,dog,,{'dog': 33},animals_plants
2391559,curtain,,{'curtain': 20},home
2391567,carpet,floor,"{'carpet': 23, 'floor': 7, 'rug': 3}",home
2391572,counter,countertop,"{'counter': 21, 'countertop': 7, 'table': 4}",home
2391580,skateboarder,man,"{'skateboarder': 13, 'man': 10, 'skater': 7, 'person': 2}",people
2391590,man,skater,"{'man': 16, 'skater': 6, 'skateboarder': 5, 'person': 2}",people
2391593,skateboarder,skater,"{'skateboarder': 9, 'skater': 6, 'man': 3, 'person': 3, 'kid': 2, 'woman': 2}",people
2391594,fork,,{'fork': 32},home
2391596,horse,,{'horse': 29},animals_plants
2391598,horse,,{'horse': 35},animals_plants
2391599,bed,bed sheet,"{'bed': 32, 'bed sheet': 2}",home
2391600,sandwich,hotdog,"{'sandwich': 13, 'hotdog': 9, 'food': 7, 'bun': 2, 'sub': 2}",food
2391606,woman,person,"{'woman': 25, 'lady': 2, 'person': 2}",people
2391609,motorcycle,bike,"{'motorcycle': 31, 'bike': 4, 'motorbike': 1}",vehicles
2391612,giraffe,,{'giraffe': 34},animals_plants
2391616,counter,countertop,"{'counter': 18, 'countertop': 4, 'table': 3, 'kitchen counter': 3, 'island': 2}",home
2391618,man,human,"{'man': 25, 'human': 2, 'person': 2}",people
2391619,bed,,{'bed': 35},home
2391621,dog,,{'dog': 33},animals_plants
2391625,airplane,plane,"{'airplane': 22, 'plane': 11}",vehicles
2391628,bread,sandwich,"{'bread': 17, 'sandwich': 5, 'food': 3}",food
2391636,boy,person,"{'boy': 11, 'person': 7, 'child': 6, 'girl': 5, 'woman': 3}",people
2391639,child,girl,"{'child': 14, 'girl': 11, 'person': 2, 'kid': 1}",people
2391642,man,person,"{'man': 20, 'person': 8, 'human': 1}",people
2391648,cake,,{'cake': 36},food
2391651,truck,,{'truck': 35},vehicles
2391653,knife,,{'knife': 33},home
2391654,donut,food,"{'donut': 20, 'food': 5, 'cake': 3, 'eclair': 2}",food
2391656,pizza,food,"{'pizza': 25, 'food': 3, 'slice': 2}",food
2391659,bed,,{'bed': 33},home
2391661,train,,{'train': 35},vehicles
2391665,dugout,fence,"{'dugout': 25, 'fence': 4}",buildings
2391668,train,,{'train': 33},vehicles
2391674,pizza,food,"{'pizza': 34, 'food': 2}",food
2391678,hotdog,hot dog bun,"{'hotdog': 31, 'hot dog bun': 2}",food
2391681,giraffe,,{'giraffe': 36},animals_plants
2391692,desk,table,"{'desk': 23, 'table': 7}",home
2391694,giraffe,,{'giraffe': 34},animals_plants
2391696,chair,sofa,"{'chair': 20, 'sofa': 2}",home
2391707,bird,animal,"{'bird': 31, 'animal': 2, 'owl': 2}",animals_plants
2391714,bridge,,{'bridge': 34},buildings
2391716,couch,sofa,"{'couch': 25, 'sofa': 6}",home
2391721,bench,chair,"{'bench': 34, 'chair': 2}",home
2391725,tub,bathtub,"{'tub': 11, 'bathtub': 13, 'bath': 1}",home
2391726,shirt,t-shirt,"{'shirt': 22, 't-shirt': 10}",clothing
2391727,giraffe,,{'giraffe': 30},animals_plants
2391735,apple,,{'apple': 34},food
2391741,tennis player,man,"{'tennis player': 11, 'man': 9, 'player': 6, 'person': 2, 'athlete': 2}",people
2391742,motorcycle,bike,"{'motorcycle': 34, 'bike': 2}",vehicles
2391744,giraffe,,{'giraffe': 35},animals_plants
2391754,child,boy,"{'child': 11, 'boy': 7, 'kid': 3, 'person': 3, 'skater': 2, 'skateboarder': 2}",people
2391759,airplane,plane,"{'airplane': 20, 'plane': 15}",vehicles
2391764,car,vehicle,"{'car': 28, 'vehicle': 4, 'auto': 1}",vehicles
2391768,giraffe,,{'giraffe': 33},animals_plants
2391778,jet,airplane,"{'airplane': 13, 'jet': 13, 'plane': 7}",vehicles
2391779,couch,sofa,"{'couch': 19, 'sofa': 6, 'chairs': 3}",home
2391781,counter,cabinets,"{'counter': 14, 'cabinets': 6, 'cupboards': 3, 'kitchen counter': 3, 'countertop': 2, 'table': 1, 'furniture': 1}",home
2391783,child,boy,"{'child': 18, 'boy': 6, 'kid': 3, 'skier': 3, 'baby': 1}",people
2391786,zebra,,{'zebra': 33},animals_plants
2391797,horse,,{'horse': 30},animals_plants
2391798,train,,{'train': 35},vehicles
2391802,horse,racehorse,"{'horse': 29, 'racehorse': 2}",animals_plants
2391808,curtain,,{'curtain': 30},home
2391810,cat,,{'cat': 30},animals_plants
2391812,grill,grate,"{'grill': 11, 'grate': 6, 'conveyor': 3, 'rack': 3}",buildings
2391814,bed,,{'bed': 33},home
2391824,giraffe,,{'giraffe': 34},animals_plants
2391828,carpet,floor,"{'carpet': 16, 'floor': 10, 'rug': 3}",home
2391829,dog,canine,"{'dog': 34, 'canine': 1}",animals_plants
2391831,lamp,,{'lamp': 29},home
2391832,carpet,floor,"{'carpet': 16, 'floor': 14, 'rug': 1}",home
2391833,car,automobile,"{'car': 32, 'automobile': 1}",vehicles
2391837,bed,,{'bed': 32},home
2391839,woman,lady,"{'woman': 25, 'lady': 3, 'person': 2, 'female': 1}",people
2391847,woman,phone,"{'woman': 25, 'phone': 2}",people
2391853,bench,chair,"{'bench': 28, 'chair': 2}",home
2391855,cat,,{'cat': 29},animals_plants
2391862,fork,,{'fork': 32},home
2391863,shirt,t-shirt,"{'shirt': 30, 't-shirt': 5}",clothing
2391864,bench,chair,"{'bench': 25, 'chair': 3, 'wood': 2}",home
2391865,pizza,,{'pizza': 33},food
2391866,bench,,{'bench': 28},home
2391867,man,tennis player,"{'man': 19, 'tennis player': 7, 'person': 3, 'player': 2, 'athlete': 2, 't-shirt': 2}",people
2391877,desk,table,"{'desk': 24, 'table': 7}",home
2391881,sink,vanity,"{'sink': 10, 'vanity': 8, 'counter': 5, 'countertop': 3, 'bathroom counter': 2}",home
2391882,jacket,shirt,"{'jacket': 18, 'shirt': 7, 'coat': 4}",clothing
2391885,zebra,,{'zebra': 31},animals_plants
2391888,horse,animal,"{'horse': 32, 'animal': 2}",animals_plants
2391890,couch,sofa,"{'couch': 26, 'sofa': 7}",home
2391891,shirt,,{'shirt': 27},clothing
2391896,counter,countertop,"{'counter': 18, 'countertop': 8}",home
2391898,skateboarder,man,"{'skateboarder': 11, 'man': 6, 'skater': 5, 'teen': 2}",people
2391903,bench,chair,"{'bench': 33, 'chair': 2}",home
2391904,salad,food,"{'salad': 22, 'food': 6, 'lettuce': 2, 'dish': 1}",food
2391915,train,,{'train': 35},vehicles
2391916,airplane,plane,"{'airplane': 16, 'plane': 16}",vehicles
2391925,jacket,sweater,"{'jacket': 19, 'sweater': 5, 'shirt': 2, 'coat': 2, 'hoodie': 2, 'clothing': 2}",clothing
2391926,man,surfer,"{'man': 17, 'surfer': 16, 'person': 2}",people
2391928,building,house,"{'building': 22, 'house': 4}",buildings
2391930,couch,sofa,"{'couch': 22, 'sofa': 12}",home
2391936,curtain,screen,"{'curtain': 27, 'screen': 1}",home
2391940,zebra,,{'zebra': 36},animals_plants
2391945,train,,{'train': 34},vehicles
2391950,motorcycle,bike,"{'motorcycle': 24, 'bike': 4}",vehicles
2391959,train,,{'train': 35},vehicles
2391962,zebra,,{'zebra': 30},animals_plants
2391964,flamingo,bird,"{'flamingo': 14, 'bird': 13}",animals_plants
2391965,desk,desktop,"{'desk': 23, 'desktop': 3, 'table': 1}",home
2391968,giraffe,,{'giraffe': 33},animals_plants
2391972,dog,,{'dog': 32},animals_plants
2391976,giraffe,,{'giraffe': 32},animals_plants
2391981,desk,table,"{'desk': 23, 'table': 4}",home
2391984,shirt,t-shirt,"{'shirt': 29, 't-shirt': 4}",clothing
2391985,boy,child,"{'boy': 16, 'child': 9, 'son': 1}",people
2391986,counter,table,"{'counter': 17, 'table': 10, 'bar': 5, 'bar top': 2, 'countertop': 2}",home
2392013,motorcycle,bike,"{'motorcycle': 25, 'bike': 6}",vehicles
2392014,chair,sofa,"{'chair': 32, 'sofa': 2}",home
2392019,couch,sofa,"{'couch': 18, 'sofa': 11}",home
2392020,bed,,{'bed': 32},home
2392027,zebra,,{'zebra': 29},animals_plants
2392031,pizza,food,"{'pizza': 14, 'food': 11, 'pita': 2, 'bread': 2}",food
2392032,man,person,"{'man': 25, 'person': 1}",people
2392033,dog,,{'dog': 31},animals_plants
2392035,boat,speedboat,"{'boat': 34, 'speedboat': 2}",vehicles
2392050,airplane,plane,"{'airplane': 23, 'plane': 8, 'jet': 2}",vehicles
2392053,boy,child,"{'boy': 20, 'child': 14, 'kid': 2}",people
2392055,motorcycle,bike,"{'motorcycle': 24, 'bike': 4, 'motorbike': 1}",vehicles
2392061,man,tennis player,"{'man': 18, 'tennis player': 9, 'person': 3, 'player': 2}",people
2392068,bed,bedsheets,"{'bed': 30, 'bed cover': 2, 'bedsheets': 2}",home
2392076,sandwich,,{'sandwich': 32},food
2392090,horse,,{'horse': 36},animals_plants
2392091,shirt,jacket,"{'shirt': 30, 'jacket': 2}",clothing
2392095,airplane,plane,"{'airplane': 20, 'plane': 14, 'jet': 2}",vehicles
2392096,horse,,{'horse': 34},animals_plants
2392097,horse,,{'horse': 31},animals_plants
2392100,counter,table,"{'counter': 10, 'table': 7, 'buffet': 6}",home
2392106,motorcycle,bike,"{'motorcycle': 33, 'bike': 2, 'motorbike': 1}",vehicles
2392110,horse,,{'horse': 33},animals_plants
2392115,woman,girl,"{'woman': 15, 'girl': 12, 'female': 1}",people
2392117,boy,child,"{'boy': 20, 'child': 4, 'person': 3, 'man': 1}",people
2392120,bench,table,"{'bench': 21, 'table': 6, 'chair': 4, 'furniture': 2}",home
2392121,dugout,bench,"{'dugout': 30, 'bench': 2}",buildings
2392124,zebra,,{'zebra': 35},animals_plants
2392125,boy,child,"{'boy': 15, 'child': 7, 'person': 3, 'kid': 2, 'man': 1}",people
2392127,man,boy,"{'man': 21, 'boy': 2, 'person': 2, 'human': 2, 'player': 2, 'male': 1}",people
2392130,giraffe,,{'giraffe': 30},animals_plants
2392132,cake,,{'cake': 35},food
2392145,woman,,{'woman': 28},people
2392161,tie,necktie,"{'tie': 28, 'necktie': 4}",clothing
2392163,jacket,shirt,"{'jacket': 11, 'shirt': 9, 'sweatshirt': 2, 'coat': 2, 't-shirt': 2}",clothing
